Date;text;Sentiment;label
2024-02-10 18:06;"Cawapres nomor urut 3 Mahfud Md membacakan maklumat dalam kampanye penutup di Semarang, Jawa Tengah. Mahfud mengatakan ada tiga pesan penting yang akan disampaikan.

Pantauan detikcom di Lapangan Pancasila Simpang Lima, Semarang, Jawa Tengah, Sabtu (10/2/2024), Mahfud mulanya memimpin para pendukungnya untuk meneriakkan yel-yel. Para pendukung pun serempak meneriakkan yel-yel.

""Saya punya dua tugas, pertama saya membawa membacakan maklumat Ganjar Mahfud, sesudah itu berdoa untuk kebaikan Indonesia,"" kata Mahfud.

Kemudian, Mahfud pun membacakan maklumatnya. Mahfud mengatakan dirinya dan Ganjar telah berkeliling Indonesia selama masa kampanye.

""Sejak November 2023, Mas Ganjar dan saya telah mengunjungi lebih dari 450 titik di seluruh Indonesia. ada banyak pelajaran yang kami dapatkan tentang arah perjalanan bangsa ini,"" kata Mahfud mengawali maklumatnya.

""Ada dua masalah utama yang kami lihat menjadi kegelisahan orang banyak yaitu tabir gelap demokrasi dan hilangnya keadilan ekonomi,"" sambungnya.

Mahfud mengatakan demokrasi Indonesia saat ini sedang dalam masa krisis. Dia menyebut para penguasa tidak mau mendengarkan suara rakyat.

""Demokrasi Indonesia tengah mengalami krisis dan terancam eksistensinya. suara rakyat sebagai roh demokrasi nyaris tak terdengar ke telinga elit pengusaha. Seolah elit berdiam dalam tembok peredam yang kedap suara rakyat,"" ujarnya.

Namun, kata Mahfud, tiba-tiba penguasa dan perangkat kekuasaan menjadi beban. Mahfud menilai demokrasi Indonesia menuju arah kegelapan karena korupsi semakin marak terjadi dan hukum disalahgunakan.

""Akibatnya rakyat ekonominya semakin susah, kehidupan wong cilik semakin sulit. Ironisnya kartel ekonomi makin menggurita,"" ungkapnya.

""Kami mendapatkan banyak cerita betapa akses kesehatan tidak merata, lapangan pekerjaan semakin sulit, akses pendidikan semakin sulit juga, hingga harga barang pokok yang terus melambung,"" lanjut dia.

Mahfud pun mempertanyakan kondisi ini akan terjadi sampai kapan. Dia lantas mengajak para pendukung untuk menabrak hal-hal yang menjadi penghalang demokrasi.

""Semua yang tidak beres itu harus dihentikan mulai sekarang. Ya sekarang. Kita tabrak! Kita seruduk! Kita tabrak dan seruduk semua penghalang yang menyebabkan kegelapan demokrasi dan ketidakadilan ekonomi di Indonesia,"" paparnya.

Maka, menurutnya dengan begitu negara pun harus hadir. Mahfud menuturkan pemimpin negara dan pemerintahan wajib melaksanakan mandat konstitusi.

Mahfud lalu membacakan tiga solusi dasar darinya dan Ganjar. Mahfud berjanji jika menjadi presiden dan wakil presiden akan melaksanakan solusi tersebut.

""Mas Ganjar dan saya punya tiga solusi dasar sebagai janji kami. Ini janji kami jika kami terpilih dan menjabat sebagai presiden dan wakil presiden terpilih,"" ujarnya.

Berikut tiga janji solusi dari Ganjar-Mahfud:

1. Kami dengan segenap jiwa raga akan menjaga dan memperkuat demokrasi kita dan nomokrasi kita, yaitu demokrasi yang mengabaikan adanya penegakkan hukum yang berkeadilan, demokrasi yang tidak memberi ruang bagi korupsi kolusi dan nepotisme, demokrasi yang bisa memastikan siapapun tanpa peduli dia keluarga siapa, berhak mendapatkan kehidupan lebih baik.

2. Kami berkomitmen untuk menjadi pemimpin yang amanah, tabligh dan fatonah, akan selalu tunduk pada suara hati nurani dan kepentingan rakyat. Kami bukan pemimpin yang cacat moral, bukan pemimpin yang punya beban masa lalu. Kami akan pastikan seluruh jiwa raga kami kerahkan bagi kepentingan rakyat, bukan kepentingan segelintir orang.

3. Kami akan selalu setia bersama rakyat. Kami akan memenuhi hak sosial, ekonomi, dan budaya rakyat. Kami tidak akan mengingkari kepercayaan yang dititipkan di pundak kami.

Mahfud pun menutup maklumatnya dengan membacakan doa. Mahfud juga memimpin para pendukung untuk bersolawat bersama.";Positive;1
2024-02-10 17:44;Mahfud Md Bacakan Maklumat di Semarang, Singgung Masalah Keadilan Ekonomi;Negative;-1
2024-02-10 16:42;Capres nomor urut 3 Ganjar Pranowo meminta maaf kepada semua pihak jika selama kampanye terdapat kesalahan-kesalahan. Ganjar berharap tidak ada yang sakit hati selama proses kampanye berlangsung.;Negative;-1
2024-02-10 16:10;Pasangan nomor urut 3 Ganjar Pranowo dan Mahfud Md tiba di kampanye akbar penutup di Semarang, Jawa Tengah. Ganjar-Mahfud disambut dengan lagu Salam Metal yang dinyanyikan Slank.;Positive;1
2024-02-10 15:31;Ketua Umum PDIP Megawati Soekarnoputri menghadiri kampanye penutup Ganjar-Mahfud di Semarang, Jawa Tengah. Dalam kampanye, Megawati ikut bernyanyi dan bergoyang bersama penyanyi, Nassar.;Positive;1
2024-02-10 15:22;Ketua Umum PDIP Megawati Soekarnoputri menghadiri kampanye penutup Ganjar-Mahfud di Solo, Jawa Tengah. Megawati hadir didampingi putrinya, Puan Maharani.;Positive;1
2024-02-10 14:16;Teriakan Solo Bukan Gibran Menggema Saat Kampanye Ganjar-Mahfud di Solo;Positive;1
2024-02-10 14:04;Capres nomor urut 3 Ganjar Pranowo berpesan agar rakyat memilih dengan hati nurani. Ganjar mengaku dirinya tak bisa menggerakkan aparatur.;Negative;-1
2024-02-10 14:01;Pasangan Ganjar Pranowo dan Mahfud Md menggelar kampanye akbar penutup hari ini. Massa pendukung tampak memenuhi Lapangan Pancasila Simpang Lima, Semarang, Jawa Tengah.;Positive;1
2024-02-10 14:00;Pasangan Ganjar Pranowo dan Mahfud Md menggelar kampanye penutup di Semarang, Jawa Tengah. Kelompok disabilitas turut memeriahkan acara tersebut.;Positive;1
2024-02-10 13:51;Lembaga Survei Indonesia (LSI) menyebut 66,3% responden menginginkan Pilpres 2024 berlangsung satu putaran. LSI juga merilis survei prediksi pemenang Pilpres.;Negative;-1
2024-02-10 13:24;Budayawan Butet Kartaredjasa turut memeriahkan kampanye akbar penutup Ganjar-Mahfud di Solo, Jawa Tengah. Dalam orasinya, Butet menyinggung penyair Solo Widji Thukul yang hilang sejak reformasi.;Positive;1
2024-02-10 13:10;Lembaga Survei Indonesia (LSI) merilis hasil survei elektabilitas capres-cawapres 2024 menjelang Pilpres. LSI membuat simulasi surat suara Pilpres, seperti apa hasilnya?;Negative;-1
2024-02-10 12:37;Puan: Jangan Pernah Takut, Kita Menangkan Ganjar-Mahfud 14 Februari;Positive;1
2024-02-10 12:07;Wakil Sekretaris TPN Ganjar-Mahfud Sumantri Suwarno mengungkap alasan di balik kampanye akbar terakhir yang digelar di Solo dan Semarang.;Positive;1
2024-02-10 11:41;Momen Ganjar-Mahfud Diberi Wayang Wisanggeni dan Wayang Semar;Positive;1
2024-02-10 11:21;Kirab Ganjar-Mahfud di Solo Hari Ini, FX Rudy: Mengantar ke Istana;Positive;1
2024-02-10 11:20;Ketum PDIP Megawati Soekarnoputri meminta masyarakat Jawa Tengah khususnya Solo memenangkan capres-cawapres nomor urut 3, Ganjar Pranowo-Mahfud Md.;Positive;1
2024-02-10 10:51;Ketua DPP PDIP Puan Maharani mengajak para pendukung Ganjar-Mahfud untuk mengawal proses pemungutan dan penghitungan suara Pemilu 2024 sampai akhir. Puan meminta para pendukung tidak takut intimidasi.;Negative;-1
2024-02-10 10:03;Pasangan Ganjar Pranowo dan Mahfud Md menggelar kampanye akbar penutup di Solo, Jawa Tengah. Mahfud memimpin doa dan selawat bersama para pendukung.;Positive;1
2024-02-10 09:56;Suasana Benteng Vastenburg Solo Jelang Hajatan Rakyat Ganjar-Mahfud;Positive;1
2024-02-10 09:54;Cawapres nomor urut 3 Mahfud Md menilai surat suara yang tercoblos di Malaysia bisa saja operasi pihak lain yang mengorbankan dirinya dan Capres Ganjar Pranowo. KPU menyebut saat ini pihaknya tengah mendalami informasi surat suara tercoblos tersebut.;Negative;-1
2024-02-10 09:52;Puan Ungkap Alasan Kampanye Akbar Terakhir Ganjar-Mahfud di Solo;Positive;1
2024-02-10 09:39;Paslon nomor urut 3, Ganjar Pranowo-Mahfud Md menggelar kampanye akbar penutup di Solo dan Semarang, Jawa Tengah hari ini. Ganjar-Mahfud akan menyampaikan pidato di Benteng Vastnburg Solo, Jateng.;Positive;1
2024-02-10 09:39;Pasangan Ganjar Pranowo dan Mahfud Md menggelar kampanye akbar penutup di Solo, Jawa Tengah. Dalam acara tersebut, Dewan Penasihat TPN Ganjar-Mahfud, Puan Maharani memberikan wayang kepada Ganjar.;Positive;1
2024-02-10 09:23;Lembaga Indikator Politik Indonesia merilis hasil survei jelang pemungutan suara, di mana Prabowo dan Gibran menempati urutan pertama, disusul Anies-Muhaimin (AMIN) kemudian pasangan nomor urut 3 Ganjar dan Mahfud Md. Dewan Penasehat TPN Ganjar-Mahfud, Yenny Wahid, optimis pasangan calon 3 lolos ke putaran kedua.;Positive;1
2024-02-10 09:20;Kirab budaya, Ganjar-Mahfud Naik Gerobak Sapi ke Lokasi Hajatan Rakyat;Positive;1
2024-02-10 08:56;Survei Indikator Politik Indonesia menunjukkan paslon nomor urut 1, Anies Baswedan-Muhaimin Iskandar atau Cak Imin, berada di posisi kedua. Jubir Timnas AMIN, Indra Charismiadji, menyebut survei tidak pernah menjadi patokan pihaknya.;Negative;-1
2024-02-10 08:55;Capres nomor urut 3 Ganjar Pranowo dikirab menggunakan gerobak sapi oleh masyarakat Solo, Jawa Tengah. Ganjar didampingi oleh istrinya, Siti Atikoh, dan anaknya, Alam Ganjar.;Positive;1
2024-02-10 08:35;Pasangan calon nomor urut 3 Ganjar Pranowo dan Mahfud Md akan menggelar kampanye akbar penutup di Solo dan Semarang, Jawa Tengah hari ini. TPN Ganjar-Mahfud mengungkapkan akan ada atraksi wayang di depan kantor Walikota Solo.;Positive;1
2024-02-10 08:26;Wakil Ketua Umum Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Andi Gani Nena Wea, merespons survei Indikator Politik Indonesia yang menunjukkan paslonnya, Ganjar Pranowo-Mahfud Md, berada di posisi tiga. Andi Gani tetap yakin Ganjar-Mahfud masuk putaran kedua.;Negative;-1
2024-02-10 07:51;Ganjar-Mahfud Gelar Kampanye Akbar Penutup di Solo dan Semarang Hari Ini;Positive;1
2024-02-10 07:08;Pasangan capres dan cawapres nomor urut 3, Ganjar Pranowo-Mahfud Md akan menggelar kampanye akbar penutup di Solo dan Semarang, Jawa Tengah hari ini. TPN Ganjar-Mahfud mengungkapkan kampanye akbar penutup itu menandakan era kepemimpinan Presiden Joko Widodo (Jokowi) beralih menuju era Ganjar Pranowo.;Positive;1
2024-02-10 06:46;Ada Kampanye Akbar Ganjar-Mahfud di Semarang Besok, Begini Rekayasa Lalinnya;Negative;-1
2024-02-10 06:45;Hari pemungutan suara Pemilu 2024 semakin dekat. Bagaimana kekuatan tiga paslon capres dan cawapres H-4 menjelang pencoblosan?;Negative;-1
2024-02-10 06:24;Wakil Ketua TKN Prabowo-Gibran, Habiburokhman, menyambut baik sejumlah hasil survei terbaru lembaga survei yang menunjukkan elektabilitas paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming tembus 50 persen. Dia pun memastikan pihaknya kini tengah mempertebal keunggulan.;Negative;-1
2024-02-10 06:12;Ganjar Ungkap Alasan Gelar Kampanye Hari Terakhir di Solo dan Semarang;Positive;1
2024-02-10 03:22;Ketua Badan Pemenangan Pemilu (Bappilu) Partai Persatuan Pembangunan (PPP) Sandiaga Salahuddin Uno optimis paslon nomor urut 3, Ganjar Pranowo-Mahfud Md akan lolos putaran kedua pilpres 2024. Dia mengungkapkan alasannya karena Ganjar merupakan sosok yang dekat dengan rakyat.;Positive;1
2024-02-10 01:21;Relawan Jaringan Kemandirian Nasional (JAMAN) siap hadir di Kota Solo dan Semarang jelang kampanye akbar paslon nomor urut 3, Ganjar Pranowo dan Mahfud Md. Mereka akan meramaikan kampanye Ganjar-Mahfud di dua kota tersebut.;Positive;1
2024-02-10 01:13;Relawan paslon nomor urut 2 Prabowo-Gibran, Gibran Center angkat bicara terkait potensi koalisi paslon nomor urut 1, Anies-Muhaimin, dengan paslon nomor urut 3, Ganjar-Mahfud. Gibran Center tetap yakin Prabowo-Gibran akan menang satu putaran.;Negative;-1
2024-02-09 23:24;Komunitas diaspora Indonesia di Amerika Serikat bernama USA for Ganjar-Mahfud siap memenangkan paslon nomor urut 3, Ganjar Pranowo-Mahfud Md.;Positive;1
2024-02-09 22:53;Emak-emak di Bogor Menangis saat Ucapkan Janji Menangkan Ganjar-Mahfud;Positive;1
2024-02-09 22:01;Ganjar Janji Rangkul Semua Anak Bangsa Jika Terpilih Presiden;Positive;1
2024-02-09 20:48;Tak Cukup Uang, Alasan Megawati Larang Ahok Masuk TPN Ganjar-Mahfud;Negative;-1
2024-02-09 20:16;"Calon presiden (Capres) nomor urut 3 Ganjar Pranowo menyampaikan terima kasih atas dukungan alumni beberapa kampus di Jawa Barat jelang pemungutan suara 14 Februari 2024.

Momen itu terjadi saat Ganjar memberikan sambutan di acara 'Pesan Cinta Alumni Jawa Barat untuk Ganjar-Mahfud' di Grand Sahid Jaya Hotel, Jakarta Pusat. Lima hari jelang pemungutan suara, dia berharap pendukung bisa memantapkan pilihannya untuk Indonesia.

""Bersama-sama, sejenak, lupakan Ganjar, lupakan Mahfud, ingatlah Indonesia hari ini,"" kata Ganjar kepada pendukung, Jumat (9/2/2024) malam.

Ia bersyukur lantaran dukungan itu, pihaknya tak merasa seorang diri berjuang. Ganjar lantas bertanya apakah ada penerjemah kelompok tuli di sana.

""Apakah ada penterjemah kelompok tuli di sini? Oh ada, terimakasih saya hanya ingin mengatakan pada kelompok tuli I Love You, terima kasih untuk pesan cintanya kepada kami,"" katanya.

Ganjar menggunakan bahasa isyarat kala menyampaikan pesan ""I Love You"". Adapun kata ""I"" dimulai dengan jari kelingking, dilanjutkan ""L"" dengan jari telunjuk dan ibu jari, terakhir ""Y"" dibentuk dari jari kelingking dan ibu jari. Jika disatukan jari tangan akan membentuk salam metal.

""Oh iya saya belajar sejak dari gubernur dengan komunitas penyandang disabilitas wabil khusus yang kelompok tuli, kami berinteraksi cukup lama 10 tahun lebih kami diajari bukan mereka yang harus belajar dengan kita, tapi kita juga harus tahu meraka,"" kata Ganjar kepada wartawan.";Positive;1
2024-02-09 20:12;Jelang Pencoblosan, Mahfud Md Minta Masyarakat Tak Terpengaruh Survei;Negative;-1
2024-02-09 20:06;Belakangan ini tengah geger surat suara Pilpres 2024 sudah tercoblos di Malaysia. KPU menyelidiki dugaan kecurangan ini dan mengungkap hal baru.;Negative;-1
2024-02-09 20:02;Capres nomor urut 3 Ganjar Pranowo berjanji jika terpilih jadi Presiden akan merangkul semua pihak, termasuk yang mendukung paslon lain.;Positive;1
2024-02-09 18:04;Bertemu Walhi, Ganjar Bicara Soal Perubahan Iklim hingga Pemanfaatan SDA;Positive;1
2024-02-09 18:04;Politikus pendukung pasangan Prabowo Subianto dan Gibran Rakabuming Raka, Maruarar Sirait, menanggapi hasil survei Indikator Politik di mana paslon nomor urut 2 berada di posisi teratas.;Negative;-1
2024-02-09 15:57;Lembaga survei Poltracking merilis hasil survei elektabilitas para paslon Pilpres 2024. Hasilnya, Prabowo Subianto-Gibran Rakabuming Raka berada di posisi teratas dengan angka 50,9%.;Negative;-1
2024-02-09 15:53;Sejumlah lembaga survei mengeluarkan hasil survei yang menunjukkan elektabilitas paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka, di atas 50 persen.;Negative;-1
2024-02-09 14:55;Kampanye Pamungkas Ganjar-Mahfud di Semarang, 135 Ribu Orang Diprediksi Hadir;Positive;1
2024-02-09 13:44;Lembaga survei Indikator Politik Indonesia merilis hasil survei peta elektoral di akhir masa kampanye di mana pasangan nomor urut 2, Prabowo Subianto dan Gibran Rakabumimg Raka menempati posisi pertama dengan elektabilitas 51,8 persen.;Negative;-1
2024-02-09 13:00;Survei Indikator: Prabowo-Gibran 51,8%, AMIN 24,1%, Ganjar-Mahfud 19,6%;Negative;-1
2024-02-09 12:01;Direktur Eksekutif Indikator Politik Indonesia, Burhanuddin Muhtadi, menganalisis peluang pemilihan presiden (Pilpres) berlangsung 1 putaran. Analisis Burhanuddin mengacu pada hasil survei Indikator Politik pada periode 28 Januari hingga 4 Februari 2024.;Negative;-1
2024-02-09 11:38;Orasi di Hajatan Rakyat, Megawati Ajak Rakyat Menangkan Ganjar-Mahfud;Positive;1
2024-02-09 11:38;Merahkan Banyuwangi, Ganjar-Mahfud Gelar Hajatan Rakyat Banyuwangi;Positive;1
2024-02-09 11:10;Lembaga survei Indikator Politik Indonesia merilis hasil survei peta elektoral di akhir masa kampanye. Hasilnya, pasangan nomor urut 2, Prabowo Subianto dan Gibran Rakabumimg Raka menempati posisi pertama dengan elektabilitas 51,8 persen.;Negative;-1
2024-02-09 10:45;Cawapres nomor urut 3 Mahfud Md menuding ada operasi pihak lain soal surat suara yang tercoblos di Malaysia. Wakil Ketua TKN Prabowo-Gibran, Habiburokhman menyebut Mahfud terlalu berasumsi.;Negative;-1
2024-02-09 10:28;Kala Puan Tanggapi Pendukung 02 di Hajatan Ganjar-Mahfud Banyuwangi;Negative;-1
2024-02-09 08:42;Ganjar soal Jokowi Tak Akan Kampanye: Tak Boleh Isuk Tempe Sore Dele;Negative;-1
2024-02-09 08:25;Mahfud soal Surat Suara Tercoblos di Malaysia: Bisa Saja Operasi Pihak Lain;Negative;-1
2024-02-09 08:15;"""Yang saya pahami, garis perjuangan Pak Ahok adalah ideologi, sehingga saat Pak Jokowi menjalankan ideologi secara lurus maka Pak Ahok berjalan bersama,"" kata jubir TPN Ganjar-Mahfud, Imam Priyono

""Tapi di saat sebaliknya Pak Ahok mengingatkan dengan memberikan kritik,"" imbuh Imam.

Imam mengatakan kritik Ahok terhadap Jokowi tersebut murni dari pemikiran Ahok. Imam tak mengiyakan atau menepis kritik Ahok bagian dari strategi TPN Ganjar-Mahfud.

""Murni dari pemikiran beliau, namun kami dukung dan apresiasi,"" ujarnya.

Ahok sebelumnya mengatakan PDIP telah menugaskan Jokowi untuk menjalankan nawacita. Karena itulah, Ahok mengaku rela mendukung Jokowi di Pilpres 2019 walaupun ada Ma'ruf Amin.

""PDIP tugaskan untuk presiden kerjakan nawacita. Makanya aku rela dukung Jokowi walau ada Ma'ruf,"" kata Ahok kepada detikcom, Kamis (8/2).

Ahok mengatakan nawacita dan trisakti Presiden pertama RI Sukarno yang harus diteruskan Presiden Jokowi 10 tahun adalah Ganjar Pranowo.

""Kuncinya nawacita dan trisakti Bung Karno yang harus teruskan Jokowi 10 tahun adalah Ganjar,"" kata Ahok.";Negative;-1
2024-02-09 06:29;Mahfud Desak Bawaslu Cepat Ungkap Dugaan Surat Suara Tercoblos di Malaysia;Negative;-1
2024-02-09 01:34;Ganjar soal Survei Poltracking di Jatim: Pollster Hasilnya Beda-beda;Negative;-1
2024-02-09 00:44;Mahfud Md Bicara Membangun Bangsa Madani yang Beradab;Positive;1
2024-02-09 00:21;Ganjar-Mahfud Gelar Kampanye Terakhir di Solo, Begini Kata Gibran;Negative;-1
2024-02-09 00:07;Forum Santri dan Alumni Pesantren Se-Madura Raya menggelar deklarasi dukungan untuk paslon nomor urut 03 Ganjar Pranowo-Mahfud Md.;Positive;1
2024-02-08 22:18;Politisi PDI Perjuangan, Basuki Tjahaja Purnama atau Ahok, berbicara mengenai kemungkinan koalisi antara paslon nomor urut 3, Ganjar-Mahfud, dengan paslon nomor urut 1, Anies-Muhaimin pada kontestasi Pilpres 2024.;Positive;1
2024-02-08 22:17;Capres-cawapres nomor urut 3, Ganjar Pranowo dan Mahfud Md gelar kampanye akbar di Banyuwangi, Jawa Timur. Turut hadir Ketum PDIP Megawati Soekarnoputri.;Positive;1
2024-02-08 21:58;Ganjar: Seringkali Rakyat Sakit Hati, Diberi Amanah tapi Berkhianat;Negative;-1
2024-02-08 21:58;Jelang masa kampanye Pemilu 2024 berakhir, pasangan capres-cawapres Ganjar Pranowo-Mahfud Md menggelar kampanye di RTH Maron, Kecamatan Genteng, Kabupaten Banyuwangi. Kegiatan ini juga bertepatan dengan momen peringatan Isra Mikraj.;Positive;1
