Date;text;Sentiment;label
2023-11-14 23:15;KPU Tetapkan Anies Nomor 1, Prabowo Nomor 2, Ganjar Nomor 3;Positive;1
2023-11-14 17:19;penyakit Prabowo Archives;Negative;-1
2023-11-13 10:08;Misinformasi! Riwayat penyakit Prabowo Subianto;Negative;-1
2024-02-10 23:39;Kampanye akbar Prabowo-Gibran di Kota Bukittinggi, Sumatra Barat (Sumbar) berlangsung pecah dan meriah. Ketua TKD Prabowo-Gibran Sumbar, Andre Rosiade, menyebut ada puluhan ribu orang yang hadiri kampanye akbar yang digelar di Jalan Perintis tersebut.;Positive;1
2024-02-10 23:33;Capres nomor 1 Anies Baswedan hadir secara langsung dalam acara 'Deklarasi Kemerdekaan Pers' di Hall Dewan Pers, Jakarta Pusat. Anies mengatakan kehadirannya itu merupakan wujud komitmen terhadap kebebasan pers.;Negative;-1
2024-02-10 23:29;Berkemeja Biru dan Berpeci, Prabowo Tiba di GBK Jelang Kampanye Akbar;Positive;1
2024-02-10 23:02;Calon wakil presiden nomor urut 2, Gibran Rakabuming Raka, sempat konvoi menggunakan motor ke kampanye akbar Prabowo-Gibran di Stadion Utama Gelora Bung Karno (SUGBK). Gibran pun mengunggah cerita terkait motor yang dipakainya untuk konvoi tersebut.;Positive;1
2024-02-10 23:02;Sahabat Bang Ara di Sidoarjo ikut memeriahkan kampanye pilpres hari terakhir. Hal ini dilakukan dengan mengadakan pesta laut yang diikuti para relawan yang juga nelayan.;Positive;1
2024-02-10 22:41;Jokowi Ketemu Gibran di Fairmont, Antar Jan Ethes dan La Lembah Manah;Positive;1
2024-02-10 22:38;Kampanye akbar paslon nomor urut 2 Prabowo-Gibran di Stadion Utama Gelora Bung Karno (SUGBK) hari ini dihadiri banyak para pendukung. Sekretaris Jenderal RUMI Irfan Ahmad Fauzi mengatakan hal ini membuat para relawan semakin optimis meraih kemenangan.;Positive;1
2024-02-10 22:18;Presiden RI Joko Widodo (Jokowi) sempat menyambangi Hotel Fairmont, Jakarta, bersama cucunya, Jan Ethes dan La Lembah Manah, lalu disusul oleh Gibran Rakabuming Raka. Jokowi mengatakan kedatangannya ke hotel itu hanya untuk mengantarkan sang cucu.;Positive;1
2024-02-10 22:10;Ahok Sindir Kinerja Jokowi dan Gibran, Emil Dardak Pasang Badan;Negative;-1
2024-02-10 22:08;100 Ribu Santri Nahdlatul Wathan di Lombok Deklarasi Dukung Prabowo-Gibran;Positive;1
2024-02-10 22:07;Wakil Ketua Dewan Pakar Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming Raka, Budiman Sudjatmiko, menyebut lautan manusia dalam kampanye akbar di Stadion GBK Jakarta mengindikasikan masyarakat Indonesia ingin program keberlanjutan.;Positive;1
2024-02-10 21:45;Barisan Relawan For Gibran (Barisan RFG) menggelar kampanye berbasis ekonomi kerakyatan dalam bentuk 2.000 paket tebus murah sembako (TMS) dan 6.000 makan siang gratis dari pedagang kaki lima setempat.;Positive;1
2024-02-10 21:45;Kampanye akbar paslon nomor urut 2 Prabowo-Gibran di Stadion Utama Gelora Bung Karno (SUGBK) hari ini dihadiri oleh banyak para pendukung. Melihat hal ini, Ketua Umum Jarnas For Gibran, H Nasarudin, mengaku optimis Prabowo-Gibran akan menang dalam satu putaran.;Positive;1
2024-02-10 21:16;Diketahui, Jokowi tiba sekitar pukul 20.26 WIB. Terlihat Jokowi turun dari mobil Toyota Alphard hitam bernopol B 8169 di lobi hotel. Jokowi tampak mengenakan baju lengan panjang berwarna hitam polos.;Positive;1
2024-02-10 21:08;Pemungutan suara Pemilu 2024 tinggal menghitung hari. Berikut potret elektabilitas ketiga paslon presiden 2024 berdasarkan hasil survei terbaru.;Positive;1
2024-02-10 21:06;Beredar narasi liar yang menyebutkan Komisi Antikorupsi Uni Eropa saat ini tengah menyelidiki Menteri Pertahanan Indonesia berkaitan dengan kasus korupsi pembelian pesawat tempur bekas dari Qatar. Tim Kampanye Nasional (TKN) Prabowo-Gibran menegaskan narasi tersebut hoax.;Negative;-1
2024-02-10 21:00;Prabowo Yakin Indonesia Jadi Negara Ke-5 Terkuat di Kampanye Akbar;Positive;1
2024-02-10 21:00;Masa Tenang: Prabowo Kembali ke Rutinitas Menteri, Gibran Jadi Wali Kota Lagi;Positive;1
2024-02-10 20:56;Momen Ahmad Dhani Ajak Titiek Soeharto Nyanyi di Kampanye Prabowo-Gibran;Positive;1
2024-02-10 20:47;Ketua MPR RI Bambang Soesatyo mengajak para kontestan politik dan pendukungnya untuk mengakhiri kampanye terbuka dengan tetap menjaga keamanan, ketertiban, dan kedamaian.;Positive;1
2024-02-10 20:42;Dewan Pers bersama segenap masyarakat pers akan melakukan 'Deklarasi Kemerdekaan Pers' di Hall Dewan Pers, Jakarta Pusat. Dewan pers turut mengundang pasangan capres-cawapres untuk melakukan deklarasi tersebut.;Positive;1
2024-02-10 20:31;Wakil Ketua Tim Kampanye Nasional (TKN) Prabowo-Gibran, Habiburokhman, mengungkap animo masyarakat di media sosial saat paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka, kampanye akbar di GBK. Dia menyebut salah satu siaran langsung atau live acara kampanye akbar di TikTok bahkan disukai sampai 57 juta kali.;Positive;1
2024-02-10 20:01;Kampanye akbar paslon nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka digelar dengan meriah di Stadion Gelora Bung Karno (GBK). Pada kegiatan itu, sejumlah tokoh nasional hadir memberi dukungan, termasuk salah satunya satunya Pendiri Bosowa Corp yang juga adik ipar Mantan Wakil Presiden Jusuf Kalla, Aksa Mahmud.;Positive;1
2024-02-10 20:01;Pasangan calon (paslon) presiden dan wakil presiden Prabowo Subianto dan Gibran Rakabuming Raka menggelar Kampanye Akbar terakhir di Stadion Utama Gelora Bung Karno (SUGBK) Senayan, Jakarta, hari ini.;Positive;1
2024-02-10 19:56;Wakil Ketua Bidang Relawan TKN Prabowo-Gibran, Roy Maningkas, menyambut baik animo masyarakat saat kampanye akbar paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming, di Stadion Utama Gelora Bung Karno (SUGBK). Dia semakin yakin Prabowo-Gibran akan menang satu putaran.;Positive;1
2024-02-10 19:48;Gibran soal Menang 1 Putaran: Semoga yang di GBK Berbondong-bondong ke TPS;Positive;1
2024-02-10 19:40;Barisan Relawan For Gibran (Barisan RFG) menutup kampanye hari terakhirnya dengan kegiatan Tebus Murah Sembako (TMS). Kegiatan TMS digelar serentak selama 3 hari jelang hari terakhir masa kampanye, 8 hingga 10 Februari dengan total 48 ribu paket sembako yang bisa ditebus warga.;Positive;1
2024-02-10 19:32;Penampakan Massa Kampanye Prabowo-Gibran Sampai Membeludak di Luar GBK;Positive;1
2024-02-10 18:33;Kampanye akbar pasangan calon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta mendapat animo tinggi dari masyarakat. Massa memenuhi tribun hingga lapangan stadion.;Positive;1
2024-02-10 18:06;Calon Presiden (Capres) Nomor Urut 2, Prabowo Subianto berjanji untuk memberikan kemudahan bagi masyarakat yang kesulitan mendapatkan pekerjaan dan rumah.;Positive;1
2024-02-10 17:41;Capres nomor urut 2, Prabowo Subianto menyampaikan permohonan maaf kepada masyarakat yang daerahnya belum bisa dikunjungi selama masa kampanye Pilpres 2024. Dia mengatakan akan kembali berkeliling ke daerah-daerah usai kontestasi Pilpres 2024.;Negative;-1
2024-02-10 17:31;Ketua Umum Partai Solidsritas Indonesia (PSI), Kaesang Pangarep berbicara peluang partainya pada Pemilu 2024. Dia opritimis PSI dapat melampaui ambang batas parlemen.;Positive;1
2024-02-10 17:26;Ketua Umum PAN Zulkifli Hasan (Zulhas) sebut Paslon nomor urut 2 Prabowo Subianto dan Gibran Rakabuming Raka unggul di semua lembaga survei. Ia pun mengatakan bahwa paslon nomor urut 2 itu memperoleh angka hingga 54%.;Positive;1
2024-02-10 17:21;Calon Presiden (Capres) Nomor Urut 2, Prabowo Subianto mengatakan, jika dirinya terpilih menjadi presiden, maka siapa saja yang mau menjadi menterinya harus setuju dengan program makan siang gratis untuk anak-anak Indonesia;Positive;1
2024-02-10 17:21;Boncengkan Selvi Ananda, Gibran Konvoi Motor Masuk Kampanye Akbar di GBK;Positive;1
2024-02-10 17:15;Capres nomor urut 2 Prabowo Subianto mengatakan pihak yang tidak setuju program makan siang gratis, tidak perlu gabung di kabinet jika dirinya menang Pilpres 2024. Hal itu ia sampaikan dalam kampanye akbar bertajuk di Pesta Rakyat di Stadion Utama Gelora Bung Karno, Jakarta hari ini.;Negative;-1
2024-02-10 17:07;Kampanye Akbar di GBK Membeludak, TKN: Sinyal Kuat Prabowo-Gibran 1 Putaran;Positive;1
2024-02-10 17:00;Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menghadiri kampanye akbar pasangan nomor urut 02, Prabowo Subianto dan Gibran Rakabuming Raka di Gelora Bung Karno (GBK), Jakarta Pusat.;Positive;1
2024-02-10 16:48;Menteri BUMN Erick Thohir menghadiri kampanye akbar Prabowo Subianto-Gibran Rakabuming Raka di Stadion Utama Gelora Bung Karno (SUGBK) Jakarta. Erick mengaku optimistis dengan kepemimpinan Prabowo-Gibran di masa mendatang.;Positive;1
2024-02-10 16:34;Festival Kuliner 'Prabowo-Gibran Menang Sekali Putaran' kembali digelar di Pasar Baru, Kecamatan Pauh, Kota Padang, Sumatera Barat. Ribuan orang hadir disebut hadir dalam acara itu.;Positive;1
2024-02-10 16:34;Tahapan Pemilu 2024 segera memasuki masa tenang. Capres nomor urut 2, Prabowo Subianto mengatakan bakal kembali pada aktivitas semulanya sebelum masa kampanye.;Positive;1
2024-02-10 16:28;Wakil Sekretaris Tim Kampanye Nasional (TKN) Prabowo-Gibran, Saleh Daulay menyebut pihaknya sengaja mempercepat pelaksanaan kampanye akbar di Gelora Bung Karno (GBK). Pasalnya, jumlah massa yang hadir membludak dan sangat banyak. Hampir tidak ada ruang kosong. Belum lagi, massa yang berada di luar GBK.;Positive;1
2024-02-10 16:25;Kampanye akbar pasangan nomor urut 2, Prabowo Subianto dan Gibran Rakabuming Raka, di Stadion Gelora Bung Karno (GBK) dipadati pendukung. Lautan manusia tampak membanjiri kawasan GBK, Jakarta.;Positive;1
2024-02-10 16:18;Calon Presiden (Capres) Nomor Urut 2, Prabowo Subianto mengatakan saat ini Indonesia termasuk negara terkuat dan terkaya ke-16 di dunia. Ia memprediksi Indonesia menjadi negara terkuat ke-5 dunia.;Positive;1
2024-02-10 16:15;Zulhas Pede Prabowo-Gibran Satu Putaran: Saya Kira Bisa 53 Persen;Positive;1
2024-02-10 16:08;SBY Hadiri Kampanye Akbar Prabowo-Gibran di GBK;Positive;1
2024-02-10 16:03;Momen menarik terjadi saat Dewa 19 hendak memainkan lagu berjudul Kangen. Momen menarik itu terjadi ketika pentolan Dewa 19, Ahmad Dhani, mengajak Titiek Soeharto ke panggung.;Positive;1
2024-02-10 15:53;Kampanye Akbar Prabowo-Gibran di GBK Ditutup dengan Penampilan Dewa 19;Positive;1
2024-02-10 15:44;Relawan Gen Z capres dan cawapres Prabowo Subianto-Gibran Rakabuming Raka mengajak para pendukung yang hadir di Stadion Utama Gelora Bung Karno (SUGBK) untuk menjaga kebersihan dan membersihkan sampah usai gelaran kampanye akbar. Menurutnya, ini adalah salah satu upaya anak muda untuk terus menjaga lingkungan.;Positive;1
2024-02-10 15:36;Barisan Relawan For Gibran (Barisan RFG) semakin gencar melakukan kampanye dengan kegiatan tebus murah sembako (TMS) jelang H-2 masa tenang kampanye. Kegiatan TMS digelar serentak selama 3 hari jelang hari terakhir masa kampanye, 8 hingga 10 Februari dengan total 48 ribu paket sembako yang bisa ditebus warga.;Positive;1
2024-02-10 15:35;Pasangan calon presiden dan wakil presiden Prabowo Subianto-Gibran Rakabuming Raka menggelar kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK). Kampanye akbar itu ditutup dengan penampilan dari grup musik Dewa 19.;Positive;1
2024-02-10 14:58;Wakil Ketua MPR Syarief Hasan mendorong pemilihan presiden dalam Pemilu 2024 hanya berlangsung satu putaran. Ia menilai dengan satu putaran maka sudah bisa diketahui siapa yang menjadi presiden dan wakil presiden Indonesia periode 2024-2029. Pilpres satu putaran juga akan membuat rakyat lebih tenang.;Positive;1
2024-02-10 14:54;Calon Presiden nomor urut 2, Prabowo Subianto membuka kampanye akbar di Stadion Gelora Bung Karno (GBK), Jakarta Pusat. Prabowo menyapa sejumlah tokoh yang hadir, mulai dari ketua umum partai hingga putri Presiden RI ke-2 (Alm) Soeharto, Titiek Soeharto.;Positive;1
2024-02-10 14:54;Capres nomor urut 2 Prabowo Subianto sempat mewarkan kepada pendukungnya untuk mengakhiri pidato politiknya dan berjoget. Prabowo menyebut banyak pendukungnya yang ingin melihat dirinya berjoget.;Positive;1
2024-02-10 14:49;Capres nomor urut 2 Prabowo Subianto memberikan pidatonya dalam kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK). Prabowo berjanji bila nantinya terpilih akan menjadi presiden bagi seluruh rakyat Indonesia.;Positive;1
2024-02-10 14:38;Capres nomor urut 2, Prabowo Subianto, berorasi dalam acara kampanye akbar Prabowo-Gibran Rakabuming di Stadion Utama Gelora Bung Karno (SUGBK) Jakarta. Prabowo sempat menghentikan orasinya sejenak. Kenapa?;Negative;-1
2024-02-10 14:38;Barisan Relawan For Gibran (Barisan RFG) terus menggeber kegiatan tebus murah sembako (TMS) menjelang H-2 masa tenang kampanye untuk sesi pagi. Kegiatan TMS digelar serentak selama 3 hari menjelang hari terakhir masa kampanye, pada 8-10 Februari 2024.;Positive;1
2024-02-10 14:29;Lembaga Survei Indonesia: Prabowo-Gibran 51,9%, AMIN 23,3%, Ganjar-Mahfud 20,3%;Positive;1
2024-02-10 14:27;Ketua Umum PAN Zulkifli Hasan (Zulhas) dan Ketua Majelis Penasihat PAN Hatta Rajasa tiba di Stadion Utama Gelora Bung Karno (GBK) Jakarta. Keduanya akan ikut dalam kampanye akbar Prabowo-Gibran yang digelar hari ini.;Positive;1
2024-02-10 14:18;Capres nomor urut 2 Prabowo Subianto menyampaikan pidato politiknya dalam kampanye akbar di Stadion Utama Gelora Bung Karno (GBK). Prabowo memohon maaf kepada rakyat Jakarta karena acara tersebut menimbulkan kemacetan di sejumlah titik.;Negative;-1
2024-02-10 14:11;"Capres nomor urut 2 Prabowo Subianto memasuki panggung utama saat kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK). Kedatangan Prabowo disambut riuh parah pendukung.

Pantauan detikcom, Sabtu (10/2/2024) kedatangan Prabowo diiringi dengan nada lagu Maju Tak Gentar. Prabowo terlihat mengenakan baju safari berwarna biru, lengkap dengan kopiah dan kacamata berwarna hitam.

Kedatangan Prabowo terlihat disambut meriah dan penuh tepuk tangan oleh para pendukung. Memasuki panggung Prabowo tampak memberikan hormat ke seluruh pendukung, ia juga terlihat melambaikan tangan dan jongkok menyalami pengunjung yang berdesakan di dekat panggung utama.

Selain itu, cawapres nomor urut 2 Gibran Rakabuming Raka beserta istri juga terlihat di atas panggung. Tidak hanya itu, dengan mengenakan senada berwarna biru, jajaran petinggi partai pengusung juga terlihat mendampingi Prabowo-Gibran.

Terlihat pula sejumlah tokoh, diantaranya Susilo Bambang Yudhoyono (SBY), Titiek Soeharto, Zulkifli Hasan, Agum Gumerlar, Hatta Rajasa, Wiranto. Ada pula Bahlil Lahadalia, Yusril Ihza Mahendra, AHY, hingga sejumlah artis.";Negative;-1
2024-02-10 14:11;Stadion Utama Gelora Bong Karno (GBK) hari ini menjadi tempat kampanye akbar pasangan calon (paslon) capres dan cawapres Prabowo Subianto-Gibran Rakabuming Raka. Stasiun terdekat hingga kawasan sekitar juga dipadati pendukung dari paslon nomor urut 2 itu.;Positive;1
2024-02-10 14:10;Pasangan calon presiden dan calon wakil presiden nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka menggelar kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK), Senayan, Jakarta, Sabtu (10/2);Positive;1
2024-02-10 13:58;Jelang Kampanye Akbar, Prabowo Subianto Tiba di GBK;Positive;1
2024-02-10 13:53;Wakil Ketua TKN Prabowo Subianto-Gibran Rakabuming Raka, Habiburokhman, menyebut ratusan ribu pendukung Prabowo-Gibran memadati area kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK) Jakarta. Masyarakat yang hadir disebut dari berbagai penjuru Jakarta.;Positive;1
2024-02-10 13:51;Lembaga Survei Indonesia (LSI) menyebut 66,3% responden menginginkan Pilpres 2024 berlangsung satu putaran. LSI juga merilis survei prediksi pemenang Pilpres.;Positive;1
2024-02-10 13:49;Kampanye Akbar Prabowo Subianto - Gibran Rakabuming Raka di Stadion Utama Gelora Bung Karno (SUGBK) Jakarta, digelar hari ini. Tim Kampanye Nasional (TKN) Prabowo-Gibran menyebut peserta yang hadir dalam kampanye Akbar lebih banyak dari perkiraan semula.;Positive;1
2024-02-10 13:34;Kampanye Akbar paslon nomor urut 2 Prabowo Subianto dan Gibran Rakabuming Raka digelar siang ini di Stadion Utama Gelora Bung Karno (SUGBK). Sejumlah tokoh pendukung Prabowo-Gibran telah tiba di lokasi.;Positive;1
2024-02-10 13:26;Paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka melakukan kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK). SUBK tampak sesak dipenuhi para para pendukung.;Negative;-1
2024-02-10 13:10;Lembaga Survei Indonesia (LSI) merilis hasil survei elektabilitas capres-cawapres 2024 menjelang Pilpres. LSI membuat simulasi surat suara Pilpres, seperti apa hasilnya?;Positive;1
2024-02-10 13:10;Massa Pendukung Prabowo-Gibran Konvoi ke GBK, Lalin Macet;Negative;-1
2024-02-10 12:43;Komunitas disabilitas Anggrek Karya Cacat Berkreasi ikut serta dalam kampanye akbar Prabowo Subianto-Gibran Rakabuming Raka yang digelar di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta. Mereka harap Prabowo terus mendukung program inklusi yang sangat penting bagi penyandang disabilitas.;Positive;1
2024-02-10 12:39;Pasangan calon presiden dan wakil presiden nomor urut 02, Prabowo Subianto dan Gibran Rakabuming Raka menggelar kampanye akbar terakhirnya. Kampanye digelar di Stadion Utama Gelora Bung Karno, Senayan, Jakarta, hari ini.;Positive;1
2024-02-10 12:24;Lembaga Survei Nasional (LSN) merilis hasil survei elektabilitas capres-cawapres 2024. Paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming memperoleh suara di survei ini hingga 51,9%.;Positive;1
2024-02-10 11:42;Ketua Umum Zulkifli Hasan (Zulhas) menargetkan PAN meraih 11 kursi DPR RI dari Jawa Barat. Artinya, dari 11 dapil di Jawa Barat ada perwakilan legislatif dari PAN.;Positive;1
2024-02-10 11:40;Sejak awal Februari 2024, kursi Menko Polhukam di Kabinet Presiden Jokowi kosong sejak ditinggal Prof Mahfud Md. Sejauh ini Jokowi baru menugaskan Menteri Dalam Negeri Jenderal Tito Karnavian untuk merangkap sebagai Pelaksana Tugas Menko Polhukam.;Positive;1
2024-02-10 11:32;SBY Bakal Hadiri Kampanye Akbar Prabowo-Gibran di GBK;Positive;1
2024-02-10 11:19;Relawan Gibran Rakabuming Raka yang tergabung dalam Barisan Relawan For Gibran (Barisan RFG) bersama Komunitas Tani di Konawe menggelar tebus murah 1.000 paket sembako dan 3.000 porsi makan siang gratis yang diborong dari dagangan UMKM lokal di lokasi ketujuh di Kabupaten Konawe, Sulawesi Tenggara.;Positive;1
2024-02-10 11:15;Partai Amanat Nasional (PAN) menggelar kampanye akbar di Kota Cirebon. Warga, pendukung, dan kader PAN ikut 'joget' bareng dalam acara tersebut.;Positive;1
2024-02-10 11:01;Barisan Relawan For Gibran (Barisan RFG) melakukan sosialisasi program makan siang dan susu gratis Prabowo-Gibran di Kabupaten Sorong, Papua Barat Daya.;Positive;1
2024-02-10 10:45;Pasangan capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka menggelar kampanye akbar di Stadion Utama Gelora Bung Karno (SUGBK) Jakarta. Sejumlah massa pendukung tampak mulai memadati kawasan GBK.;Positive;1
2024-02-10 10:37;Puluhan ribu orang yang didominasi oleh milenial dan Gen Z hadir pada kampanye akbar Prabowo-Gibran di Padang, Sumatera Barat.;Positive;1
2024-02-10 10:20;Kampanye akbar Prabowo-Gibran yang dilaksanakan di lapangan GOR Haji Agus Salim Padang, pecah. Jumlah massa yang datang lebih banyak 10 kali lipat dibanding kampanye akbar bersama Anies Baswedan, padahal lokasi acara dilaksanakan oleh Anies di lokasi yang sama.;Positive;1
2024-02-10 09:23;Lembaga Indikator Politik Indonesia merilis hasil survei jelang pemungutan suara, di mana Prabowo dan Gibran menempati urutan pertama, disusul Anies-Muhaimin (AMIN) kemudian pasangan nomor urut 3 Ganjar dan Mahfud Md. Dewan Penasehat TPN Ganjar-Mahfud, Yenny Wahid, optimis pasangan calon 3 lolos ke putaran kedua.;Positive;1
2024-02-10 08:56;Survei Indikator Politik Indonesia menunjukkan paslon nomor urut 1, Anies Baswedan-Muhaimin Iskandar atau Cak Imin, berada di posisi kedua. Jubir Timnas AMIN, Indra Charismiadji, menyebut survei tidak pernah menjadi patokan pihaknya.;Positive;1
2024-02-10 08:26;Wakil Ketua Umum Tim Pemenangan Nasional (TPN) Ganjar-Mahfud, Andi Gani Nena Wea, merespons survei Indikator Politik Indonesia yang menunjukkan paslonnya, Ganjar Pranowo-Mahfud Md, berada di posisi tiga. Andi Gani tetap yakin Ganjar-Mahfud masuk putaran kedua.;Positive;1
2024-02-10 07:55;Airlangga Tegaskan Prabowo-Gibran Harus Menang Tuntas Sekali Putaran;Positive;1
2024-02-10 07:32;Begini Persiapan Kampanye Akbar Prabowo-Gibran di GBK Besok;Positive;1
2024-02-10 06:45;Hari pemungutan suara Pemilu 2024 semakin dekat. Bagaimana kekuatan tiga paslon capres dan cawapres H-4 menjelang pencoblosan?;Positive;1
2024-02-10 06:24;Wakil Ketua TKN Prabowo-Gibran, Habiburokhman, menyambut baik sejumlah hasil survei terbaru lembaga survei yang menunjukkan elektabilitas paslon nomor urut 2, Prabowo Subianto-Gibran Rakabuming tembus 50 persen. Dia pun memastikan pihaknya kini tengah mempertebal keunggulan.;Positive;1
2024-02-10 06:11;Ketakutan Ahok Jokowi Ditipu Prabowo;Negative;-1
2024-02-10 01:19;Relawan Prabowo-Gibran Experience (PGX) pimpinan Ariasa Hadibroto mendeklarasikan dukungan kepada pasangan calon nomor urut 2 Prabowo Subianto-Gibran Rakabuming di Pilpres 2024. Mereka menilai Prabowo dan Gibran merupakan sosok yang mumpuni untuk tampil sebagai kontestan dalam pilpres 2024.;Positive;1
2024-02-10 01:13;Relawan paslon nomor urut 2 Prabowo-Gibran, Gibran Center angkat bicara terkait potensi koalisi paslon nomor urut 1, Anies-Muhaimin, dengan paslon nomor urut 3, Ganjar-Mahfud. Gibran Center tetap yakin Prabowo-Gibran akan menang satu putaran.;Negative;-1
2024-02-10 01:13;Paslon nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka mendapatkan angka 53,5% berdasarkan survei elektabilitas versi LSI Denny JA. Koordinator Nasional Penerus Negeri Prabowo-Gibran, Muhammad Pradana Indraputra menilai program yang disosialisasikan Prabowo-Gibran sangat berdampak.;Positive;1
2024-02-09 23:46;Wakil Ketua Tim Kampanye Nasional (TKN) Prabowo-Gibran, Silfester Matutina merespons soal Ahok yang bertanya soal kerja Presiden Joko Widodo (Jokowi) dan Wali Kota Solo Gibran Rakabuming Raka. Dirinya mengatakan kritik yang dilontarkan Ahok justru menguntungkan bagi paslon nomor 2.;Negative;-1
2024-02-09 23:24;Sahabat Bang Ara Tangerang Raya melakukan deklarasi dan konsolidasi untuk memenangkan Prabowo-Gibran. Maruarar Sirait atau yang kerap disapa Bang Ara meyakini pemilu kali ini dapat dimenangkan oleh Prabowo-Gibran.;Positive;1
2024-02-09 22:53;Sahabat Bang Ara Banten Deklarasi Prabowo-Gibran Satu Putaran;Positive;1
2024-02-09 22:41;Prabowo Minta Relawan di Sidoarjo Menangkan Dirinya Sekali Putaran;Positive;1
2024-02-09 22:34;Capres nomor urut 2 Prabowo Subianto meminta masyarakat Jawa Timur memberikan mandat kepada dirinya untuk menjadi Presiden Indonesia selanjutnya. Sejauh ini, Prabowo menyebut suara Jatim sudah cukup baik bagi Prabowo-Gibran.;Positive;1
