text;label
paslon nomor urut 1 anies baswedan-muhaimin iskandar menggelar kampanye akbar di jakarta international stadium (jis). stasiun kampung bandan terpantau padat pagi ini.;-1
hari pemungutan suara pemilu 2024 semakin dekat. bagaimana kekuatan tiga paslon capres dan cawapres h-4 menjelang pencoblosan?;-1
relawan paslon nomor urut 2 prabowo-gibran, gibran center angkat bicara terkait potensi koalisi paslon nomor urut 1, anies-muhaimin, dengan paslon nomor urut 3, ganjar-mahfud. gibran center tetap yakin prabowo-gibran akan menang satu putaran.;-1
ribuan orang hadiri kampanye di tulungagung, anies: bukan massa bayaran;-1
cak imin minta maaf usai diprotes doakan syaiful huda jadi mendikbud;-1
timnas amin sebut eks menhan ryamizard ryacudu dukung anies-muhaimin;-1
cak imin janji usut tuntas tragedi kanjuruhan jika terpilih jadi wapres;-1
politikus pendukung pasangan prabowo subianto dan gibran rakabuming raka, maruarar sirait, menanggapi hasil survei indikator politik di mana paslon nomor urut 2 berada di posisi teratas. maruarar mengatakan salah satu faktornya lantaran tingkat kepuasan terhadap presiden joko widodo (jokowi) yang tinggi.;-1
calon anggota dprd sumatera barat (sumbar) dari daerah pemilihan (dapil) sumbar ii, adrian tuswandi 'hijrah' atau pindah dukungan dari mendukung anies baswedan ke prabowo subianto. adrian mengaku siap dengan konsekuensinya meskipun dia maju sebagai caleg partai ummat.;-1
ketua muslimat nu jabar deklarasi dukung anies-cak imin di pilpres 2024;-1
penggemar raja dangdut rhoma irama jawa timur (rhomais) mendeklarasikan dukungan untuk pasangan capres-cawapres nomor urut 1 anies baswedan dan muhaimin iskandar atau cak imin (amin). deklarasi itu dilakukan saat kampanye akbar amin di stadion untung suropati, pasuruan, jawa timur.;-1
amin satu-satunya paslon yang kampanye di tulungagung, anies beber alasannya;-1
lembaga survei poltracking merilis hasil survei elektabilitas para paslon pilpres 2024. hasilnya, prabowo subianto-gibran rakabuming raka berada di posisi teratas dengan angka 50,9%.;-1
sejumlah lembaga survei mengeluarkan hasil survei yang menunjukkan elektabilitas paslon nomor urut 2, prabowo subianto-gibran rakabuming raka, di atas 50 persen. tkn prabowo-gibran menyebut temuan yang menunjukkan pilpres berpotensi satu putaran itu sesuai dengan temuan di lapangan.;-1
lembaga survei indikator politik indonesia merilis hasil survei peta elektoral di akhir masa kampanye di mana pasangan nomor urut 2, prabowo subianto dan gibran rakabumimg raka menempati posisi pertama dengan elektabilitas 51,8 persen.;-1
direktur eksekutif indikator politik indonesia, burhanuddin muhtadi, menganalisis peluang pemilihan presiden (pilpres) berlangsung 1 putaran. analisis burhanuddin mengacu pada hasil survei indikator politik pada periode 28 januari hingga 4 februari 2024.;-1
lembaga survei indikator politik indonesia merilis hasil survei peta elektoral di akhir masa kampanye. hasilnya, pasangan nomor urut 2, prabowo subianto dan gibran rakabumimg raka menempati posisi pertama dengan elektabilitas 51,8 persen.;-1
bantahan amin soal settingan nelayan caleg pks curhat ke anies baswedan;-1
anies ungkap alasan jadikan jis lokasi kampanye akbar terakhir;-1
capres nomor urut 1 anies baswedan membawa-bawa coldplay soal tiket kampanye akbar anies-muhaimin iskandar (amin) yang akan diselenggarakan di jakarta international stadium (jis) pada 10 februari 2024 mendatang. apa katanya?;-1
politisi pdi perjuangan, basuki tjahaja purnama atau ahok, berbicara mengenai kemungkinan koalisi antara paslon nomor urut 3, ganjar-mahfud, dengan paslon nomor urut 1, anies-muhaimin pada kontestasi pilpres 2024.;-1
heru budi bagikan bansos pakai kantong biru muda, anies: biar rakyat menilai;-1
kampanye di garut, anies baswedan: jabar selalu di barisan perubahan;-1
keyakinan cak imin jabar jadi pusat kemenangan amin di pilpres 2024;-1
lembaga survei veracity merilis hasil survei mengenai elektabilitas capres-cawapres di pilpres 2024. seperti apa?;-1
anies baswedan bicara pemekaran daerah jabar saat kampanye di garut;-1
ketua mpr ri bambang soesatyo (bamsoet) melakukan silaturahmi dan konsolidasi dengan mpc pemuda pancasila kabupaten banjarnegara.;-1
cak imin janji tata sitem pendidikan untuk kurangi pengangguran;-1
cawapres nomor urut 1, muhaimin iskandar atau cak imin mengatakan permasalahan terjadinya pengangguran dikarenakan link and match pendidikan tidak diseriusi. cak imin berjanji akan menata sistem pendidikan jika menang pilpres 2024.;-1
anies ke pendukung: tetap datang ke jis meski tak dapat tiket;-1
cak imin singgung soal negara dinasti saat kampanye di bandung;-1
timnas amin buka suara soal viral nelayan curhat ke anies ternyata caleg pks;-1
anies puji anies bubble: tak muncul wajahnya tapi jasanya;-1
cak imin ajak kiai dan santri terlibat dalam perubahan;-1
heboh nelayan curhat-peluk anies di parepare ternyata caleg pks;-1
survei populi center: prabowo menang satu putaran, suara anies-ganjar tergerus;-1
kata anies soal peluang koalisi dengan ganjar setelah ahok turun gunung;-1
cak imin terima keluhan insentif guru paud di banyuwangi cuma rp 100 ribu;-1
cak imin targetkan amin raih 50% suara di jakarta;-1
survei terendah di jatim, ini respons cak imin;-1
anies singgung pelanggaran etik kpu-jokowi rajin bagi bansos di masa kampanye;-1
respons cak imin soal amin posisi terendah survei poltracking di jatim;-1
cak imin janji ubah rekrutmen lpdp: kita siapkan semua punya kesempatan;-1
tipis kemungkinan koalisi anies-ganjar gegara ahok, ini kata cak imin;-1
kampanye akbar amin tetap digelar di pasuruan dengan pindah lokasi;-1
anies: 14 februari hari perubahan indonesia;-1
kesalnya tim amin gegara anies dihambat saat lalui pintu vip kualanamu;-1
alumni undip semarang deklarasi dukung anies-muhaimin;-1
kata anies soal prabowo minta maaf di akhir debat: nggak ada salahnya;-1
cak imin: insyaallah anies-muhaimin tidak punya utang kepada siapa pun;-1
cak imin: kampus-kampus mulai bergolak nggih?;-1
cak imin kembali sentil food estate: gagal total, layak masuk muri;-1
kualanamu dapat informasi anies tak lewat jalur vip, edy: bohong;-1
respons cak imin soal sanksi dkpp ke kpu terkait pendaftaran gibran;-1
senyum anies ketika prabowo sebut mantan menteri pendidikan;-1
anies sebut guru-dosen di jakarta bebas pbb, ini faktanya;-1
timnas amin: kufur kalau tak pilih anies-muhaimin;-1
momen anies baswedan buka debat pakai bahasa isyarat;-1
kecewa, relawan prabowo pindah dukungan ke anies di pilpres 2024;-1
anies janji angkat 700 ribu guru honorer jadi pppk jika terpilih;-1
balasan timnas amin soal anies diberi nilai 10 dari 100 sebagai mendikbud;-1
anies-cak imin pamerkan light stick ke pendukung sebelum debat terakhir;-1
anies diberi semangat dari tetangga sebelum hadiri debat pamungkas pilpres;-1
timnas amin: tema debat ke-5 bidangnya anies;-1
anies kosongkan agenda sabtu demi debat pilpres kelima malam ini;-1
alumni its pro perubahan deklarasi dukung anies-cak imin;-1
bupati sidoarjo dukung prabowo, cak imin: dia lagi punya masalah;-1
cak imin tak khawatir soal kekuatan 3 presiden di belakang prabowo;-1
respons anies soal prabowo waswas dikasih nilai jelek di debat;-1
cak imin support anies dengan doa jelang debat pilpres kelima;-1
riwayat pendidikan anies baswedan: belajar di jogja, jepang, hingga as;-1
di lumajang cak imin janji beri bantuan usaha rp 150 t untuk anak muda;-1
kata cak imin bupati sidoarjo otomatis bukan pkb usai merapat ke prabowo;-1
bupati sidoarjo dukung prabowo-gibran, cak imin: otomatis berhenti dari pkb;-1
respons anies soal prabowo waswas jelang debat usai diberi nilai 11;-1
keluarga besar alumni gontor se-ri deklarasi dukung amin;-1
hadiri sarasehan dpd ri, anies jelaskan visi keadilan dan kesetaraan;-1
cak imin janji perhatikan 4 kelompok rentan: kita review uu yang tak adil;-1
anies kritik pembangunan tol trans jawa: panturanya mati;-1
"anies baswedan kampanye di parepare 6 februari, surya paloh dijadwalkan hadir
desakslepet amin digelar di jiexpo kemayoran, jakarta. warga memadati acara yang dihadiri capres anies";-1
kualanamu jelaskan soal pintu vip dikunci saat anies baswedan datang;-1
calon presiden nomor urut 2, prabowo subianto, mengatakan tidak akan memilih menteri yang hanya teori dalam kabinet jika menjadi presiden terpilih di pilpres 2024. waketum pkb jazilul fawaid menyebut prabowo 'nggege mongso' atau berbicara sebelum waktunya.;-1
mahfud mundur dari kabinet, cak imin sebut harusnya diikuti prabowo-gibran;-1
cawapres nomor urut 1 muhaimin iskandar (cak imin) mengupayakan presiden ke-4 ri kh abdurrahman wahid atau gus dur menjadi pahlawan nasional jika kelak amin (anies-muhaimin) menjadi pemimpin indonesia. cak imin mengungkit peran gus dur menciptakan perayaan imlek sebagai bagian kemajemukan di indonesia.;-1
hadiri refleksi imlek, cak imin: kalau perlu nanti digelar di istana negara;-1
anies sebut sumut jadi penentu, minta pendukung ajak 10 orang ikut milih;-1
ulama, habib dan ibu nyai mantab dukung amin, anies- cak imin dianugerahi gelar lora. 1 februari 2024;-1
lembaga survei indikator politik indonesia merilis hasil survei terkait preferensi warga nu dan dinamika elektoral di jawa timur (jatim). survei ini mengungkap sebaran suara nahdliyin di jatim menyasar ke pasangan nomor urut 2, prabowo subianto-gibran rakabuming raka.;-1
co-captain tim pemenangan nasional anies-muhaimin (timnas amin), thomas lembong atau tom lembong menyebut pemunduran diri yang dilakukan cawapres nomor urut 3, mahfud md merupakan hal yang memprihatinkan bagi negara. tom menyebut urusan mundur bukan semata-mata soal elektoral.;-1
co-captain timnas anies-muhaimin (timnas amin), thomas lembong atau tom lembong, siap beradu gagasan dengan menteri investasi/kepala bkpm, bahlil lahadalia. ia menyebut bahlil telah mencapai pucuk tertinggi daripada kekuasaan.;-1
forum ulama sumatra barat (sumbar) mengalihkan dukungannya dari pasangan anies baswedan-muhaimin iskandar atau cak imin kepada prabowo subianto-gibran rakabuming raka pada pilpres 2024. ketua tkd prabowo-gibran sumbar, andre rosiade, bersyukur semakin banyak yang mendukung prabowo-gibran.;-1
co-captain tim pemenangan nasional anies-muhaimin (timnas amin), thomas lembong atau tom lembong, mengungkap sejumlah janji jika anies dan cak imin (amin) menang di pilpres 2024. salah satu janjinya ialah merevisi aturan yang termuat di omnibus law.;-1
mahfud cerita ancaman partai demokrat saat penjajakan dengan anies;-1
mahfud ungkap ancaman demokrat saat dia hendak dipasangkan dengan anies;-1
cak imin kritik lpdp: yang miskin dan pesantren sering kalah saing;-1
cak imin cerita awal mula dapat sebutan panglima santri;-1
cak imin sebut presiden tak sungguh-sungguh laksanakan uu disabilitas;-1
cak imin: ada yang cemburu singkatan amin, sorry ye;-1
edy rahmayadi pamer jenderal di tim amin: tenang saja mas anies;-1
anies janjikan program bansos plus, jumlahnya akan ditambah;-1
cak imin curhat susah pinjam lapangan untuk kampanye 9 februari di jatim;-1
anies hormati mahfud siapkan surat mundur: etika harus dijunjung tinggi;-1
anies cerita gedung acara mendadak mati listrik: dicatat ke kepala pln-nya ya anies baswedan berkelakar memberikan catatan ke kepala pln setempat karena mati listrik mendadak di gedung itu.;-1
rombongan santri hendak hadiri kampanye anies kecelakaan di pamekasan;-1
ulama madura deklarasi dukung amin: satu putaran, menang;-1
disambut meriah sebelum orasi, anies: memang sumenep ini luar biasa!;-1
"anies-cak imin akan hadiri deklarasi ulama hingga kampanye akbar di madura
anies mengaku akan menyampaikan kepada warga manura tentang bagaimana hidup lebih leluasa. ";-1
"anies yakin madura ada di rombongan perubahan: pemilu sebelumnya begitu
capres nomor 1 anies baswedan meyakini warga madura, jawa timur berada di rombongan perubahan";-1
pembangunan proyek strategis nasional atau psn menurut calon presiden anies baswedan harus memperhatikan lingkungan. termasuk soal pembangunan pembangkit listrik tenaga panas bumi atau geothermal di daerah padarincang.;-1
janji anies jika terpilih presiden, tuntaskan persoalan pangan dalam 100 hari;-1
tkn balas sindiran cak imin soal pemuda sembunyi di balik ketiak opa-opa;-1
anies kampanye di sumut 1 februari, pendukung diimbau datang lebih awal;-1
anies minta jokowi konsisten, ungkit arahan netralitas ke aparat;-1
anies curhat pencapresannya banyak dihambat, izin hilang-gedung dibatalkan;-1
komandan tim komunikasi tkn prabowo-gibran, budisatrio djiwandono mengapresiasi hasil kerja keras tim sukses, relawan, dan masyarakat, terkait hasil survei lsi denny ja yang menyebut elektabilitas prabowo-gibran yang telah mencapai 50,7 persen.;-1
cak imin soal bus kampanye amin ke jis dibatalkan: dont worry, laksanakan;-1
cak imin: jateng kandang ganjar, kita ubah jadi kandangnya perubahan;-1
cawapres nomor urut 1 muhaimin iskandar atau cak imin menemui relawan kuning, ijo, biru (kib) dalam acara konsolidasi jaringan dan sumber daya tpes 50 se-pekalongan raya, jawa tengah (jateng). cak imin menyinggung mengubah jateng yang kandang capres nomor urut 3 ganjar pranowo dan banteng menjadi kandang perubahan.;-1
agenda presiden jokowi bagi-bagi bansos, kaus, hingga sertifikat tanah sejak awal 2024 dominan di jawa tengah dan yogyakarta. tindakan tersebut diduga upaya mendongkrak elektabilitas prabowo-gibran dan menjatuhkan ganjar-mahfud di kandang banteng.;-1
sekumpulan relawan yang tergabung dalam komunitas warteg nusantara atau kowantara mendeklarasikan dukungan kepada cawapres nomor urut 1 muhaimin iskandar atau cak imin. deklarasi dukungan ini dihadiri langsung oleh cak imin.;-1
co-captain tim pemenangan nasional anies-muhaimin atau cak imim (timnas amin), thomas trikasih lembong atau tom lembong, menduga ajakan menko marves luhut binsar pandjaitan kepada cak imin menengok tambang nikel di weda bay dan morowali sekaligus mewakili paslon nomor urut 2 prabowo subianto.;-1
anies terima info bus pendukung ke kampanye akbar di jis dibatalkan sepihak;-1
bus untuk kampanye amin dibatalkan, jubir: jadi makin semangat penuhi jis;-1
ditemani tom lembong, anies hadiri perayaan imlek di glodok chinatown;-1
anies-cak imin kampanye akbar di tegal, pendukung teriakkan perubahan;-1
cawapres nomor urut 2 muhaimin iskandar atau cak imin kembali menyentil menko marves luhut binsar pandjaitan. kali ini dia menyinggung luhut sambil menggandeng co-kapten tim pemenangan nasional anies-muhaimin (timnas amin), tom lembong.;-1
kelakar anies usai rhoma irama resmi deklarasi dukung amin;-1
kelakar anies usai rhoma irama resmi deklarasi dukung amin;-1
begini komentar anies soal jokowi makan bakso bareng prabowo;-1
massa simpatisan kerubuti anies baswedan di glodok pancoran;-1
terima dukungan jejaring rakyat miskin, anies: jakarta harus menang besar;-1
anies: tak ada yang kami beri kecuali harapan untuk perubahan;-1
tim pemenangan nasional anies-muhaimin (timnas amin), melaunching kan buku 'anies baswedan the rising star' karya samsul muarif. launching ini dihadiri langsung oleh co-captain timnas amin, thomas lembong atau tom lembong.;-1
co-captain tim pemenangan nasional anies-muhaimin (timnas amin), thomas lembong atau tom lembong menyebut situasi indonesia kini semakin genting. dia mengatakan indonesia butuh reformasi hukum besar-besaran atau disebutnya sebagai big bang reform.;-1
co-captain tim pemenangan nasional anies-muhaimin (timnas amin), thomas trikasih lembong atau tom lembong, menyambut ajakan menko marves, luhut binsar pandjaitan, untuk menengok tambang nikel di weda bay dan morowali kepada cawapresnya, muhaimin iskandar.;-1
jaringan relawan nasional siap sambut anies baswedan di pamekasan: gaungkan perubahan;-1
anies: kalau di sana punya bansos, kita punya rhoma irama;-1
"""kami dengan teman-teman 01, interaksinya normal-normal saja. ada interaksi, tapi normal-normal saja. belum secara spesifik mengarah ke kemungkinan koalisi. karena baik 01, 03 kemarin bertemu di sela-sela debat, semuanya masih fokus untuk memenangkan internal di 14 februari,"" ucap andi.";-1
cak imin bakal setop proyek food estate, janjikan bangun pabrik pupuk;-1
bawa warga nu-muhammadiyah, cak imin: kita kalahkan mereka!;-1
cawapres nomor urut 1, muhaimin iskandar atau cak imin, menanggapi ajakan menko marves luhut binsar pandjaitan untuk menengok tambang nikel di weda bay dan morowali. cak imin pun membuka kemungkinan mengajak co-kapten tim pemenangan nasional anies-muhaimin (timnas amin), tom lembong.;-1
anies bertemu emil salim: tak bicara masa lalu, tapi masa depan;-1
cak imin sindir kawan lama lupa diri karena dibeli paslon lain;-1
ulama jabar deklarasi dukungan untuk anies baswedan;-1
jk merupakan wakil presiden ke-10 dan ke-12 ri, sedangkan surya paloh adalah ketua umum partai nasdem, partai pengusung anies-muhaimin iskandar (cak imin). di hadapan jk-paloh dan para pendukungnya, anies menyebut keuangan masyarakat saat ini makin terhimpit dan menyerukan perubahan.;-1
seteru luhut vs cak imin yang tak kunjung usai;-1
kampanye di bandung, anies baswedan singgung kondisi ekonomi negara;-1
optimisme jk dan surya paloh saat dampingi anies kampanye di bandung;-1
anies optimis masyarakat jabar pilih perubahan;-1
respons anies usai tom lembong dikritik luhut dan bahlil;-1
cak imin temui kelompok tani di wonosobo, bicara soal petani anak muda;-1
cak imin: nanti saya temui pak luhut dan ajak ke daerah-daerah tambang;-1
anies: di sana didukung konglomerat, di sini rakyat memperjuangkan keadilan;-1
kampanye di aceh, anies singgung solar sulit-beras mahal;-1
kontroversi dan doa haru agar anies dicintai allah dan jibril;-1
cawapres nomor urut 1 muhaimin iskandar atau cak imin berjanji memprioritaskan pembangunan bandara bali utara. itu jika pasangan anies-muhaimin (amin) menang di pilpres 2024.;-1
cak imin buka suara soal responden tolak survei gegara takut bansos disetop;-1
pimpinan pkb bicara warga nahdlatul ulama (nu) yang tak memilih pemimpin dari nu berarti korslet. pernyataan elite pkb itu direspons keras oleh petinggi pengurus besar nahdlatul ulama (pbnu).;-1
kontroversi dan doa haru agar anies dicintai allah dan jibril;-1
cak imin sesumbar amin masuk putaran kedua: alhamdulillah hampir pasti;-1
pendiri haidar alwi institute (hai), r haidar alwi menyoroti sejumlah hasil lembaga survei terkait elektabilitas capres-cawapres. ia menyebut sebagian besar hasil survei menempatkan elektabilitas prabowo-gibran pada posisi teratas.;-1
cak imin sesumbar suara amin di bali minimal 50 persen;-1
jawaban anies saat pendukung curhat beda pilihan capres dengan orang tua;-1
wakil ketua dewan pakar tkn prabowo-gibran, budiman sudjatmiko, merespons pernyataan co captain timnas anies-muhaimin (amin), tom lembong, yang menyebut kubu prabowo-gibran mengalami kepanikan usai gibran rakabuming tampil debat pilpres 2024;-1
cawapres nomor urut 1, muhaimin iskandar atau cak imin, diminta masyarakat bali utara untuk membangun bandara di buleleng. cak imin mengiyakan permintaan tersebut.;-1
penjelasan haru suandharu soal video pidato viral anies dicintai jibril;-1
anies baswedan kunjungi kedaton kesultanan ternate;-1
cak imin ngaku khawatir warga bentrok kalau presiden berpihak;-1
cawapres nomor urut 1, muhaimin iskandar atau cak imin menemui relawan bali satu suara untuk anies-muhaimin (basra amin). di hadapan relawan cak imin menyinggung banyak warga yang protes mengenai pernyataan presiden joko widodo (jokowi) tentang boleh ikut kampanye dan memihak.;-1
"penampakan kampanye anies di padang yang disebut kurang, ditepis tpd amin
tpd atau tim pemenangan daerah amin sumbar membantah narasi yang menyebutkan kampanye anies baswedan di padang, sumbar, sepi.";-1
kampanye capres nomor urut 1 anies baswedan di padang, sumatera barat (sumbar), disebut kurang. tudingan sepi ini dibantah tpd anies-muhaimin iskandar atau amin sumbar.;-1
cawapres nomor urut 1, muhaimin iskandar atau cak imin, menghadiri silaturahmi dan konsolidasi relawan bali satu suara untuk anies-muhaimin (basra amin). acara konsolidasi digelar di sunset 100 hotel, badung, bali.;-1
wakil ketua umum pkb, jazilul fawaid, bicara soal pilihan pemimpin bagi warga nahdlatul ulama (nu). dia mengatakan warga nu yang tak memilih pemimpin dari nu berarti korslet.;-1
jika terpilih, cak imin akan tutup food estate;-1
respons cak imin terkait reyna usman ditahan kpk: biarin aja;-1
ketua tpd amin jabar jelaskan konteks viral kampanye sebut jibril;-1
viral tpd amin jabar kampanye anies dicintai jibril, ini penjelasannya;-1
anies: pilih pemimpin harus tahu aslinya, emosional atau tidak;-1
"pendukung curhat beda pilihan capres dengan orang tua, anies bilang begini
pendukung anies baswedan bercerita di desak anies bahwa dirinya berbeda pilihan dengan orang tuanya di pilpres 2024. apa jawaban anies baswedan?";-1
di palembang, anies singgung banyak izin kampanye tiba-tiba dicabut;-1
viral kampanye anies baswedan bawa bawa nama malaikat jibril;-1
jokowi bilang presiden boleh memihak, anies: ahli hukum tata negara verifikasi;-1
anies kampanye di palembang, disambut riuh warga;-1
anies kampanye di palembang, disambut riuh warga;-1
kampanye terbuka di padang, anies baswedan didampingi gubernur sumbar;-1
kata cak imin usai disebut bohong oleh luhut soal hilirisasi ugal-ugalan;-1
viral pose jari dari mobil kepresidenan di jateng, ini respons cak imin;-1
kampanye di cilacap, anies: nyong bungah bisa tekan cilacap;-1
anies kampanye akbar di padang besok, hanya 2 jam lalu ke palembang;-1
menyoroti rencana cak imin beri dana desa rp 5 m, anggaran besar-rawan dikorupsi;-1
kelompok gema pelaut deklarasi dukung amin, target bantu raih 5 juta suara;-1
partai berkarya kubu syamsu djalal dukung amin di pilpres 2024;-1
anies pamer tutup alexis saat jabat gubernur: cukup kertas dan tanda tangan;-1
viral kaesang cium tangan istri anies saat bertemu di bandara;-1
anies cerita soal singkatan amin: konsultan komunikasinya allah;-1
bahlil respons cak imin soal hilirisasi ugal-ugalan: jangan jadi antek asing!;-1
janjikan 5 juta suara, gema pelaut deklarasi dukung anies-muhaimin;-1
anies dijadwalkan dua kali kampanye di benteng kuto besak palembang;-1
gerakan maritim pejuang laut anies muhaimin (gema pelaut amin) mendeklarasikan diri untuk memenangkan pasangan calon presiden (capres) anies baswedan muhaimin iskandar atau cak imin. mereka menargetkan 5 juta suara dari kelompok maritim untuk amin di pemilihan presiden pada 14 februari.;-1
menteri investasi/kepala badan koordinasi penanaman modal (bkpm) bahlil lahadalia menanggapi pernyataan cawapres nomor urut 01 muhaimin iskandar (cak imin) yang menyebut program hilirisasi ugal-ugalan. bahlil menyebut justru cak imin lah yang ugal-ugalan dan meminta untuk tidak berhalusinasi.;-1
jokowi sebut presiden boleh memihak, begini respons anies;-1
momen anies tukar nasib dengan tukang becak usai sowan sultan jogja;-1
sejumlah komika datangi kediaman cak imin, deklarasi dukung amin di pilpres;-1
desak anies akhirnya digelar di godean, ribuan orang padati lokasi;-1
kata cak imin soal laporan bpk proyek kemnakertrans 2012 rugi rp 17,6 m;-1
respons anies hingga penjelasan tni soal izin tempat desak anies dicabut;-1
anies baswedan akan bertemu sultan hamengku buwono x besok;-1
anies kunjungi kantor pw muhammadiyah diy, ini yang dibahas;-1
anies baswedan dijadwalkan kampanye akbar di palembang;-1
cak imin klaim banyak tokoh dpp ppp dukung amin;-1
janji anies buat jogja, dari pusat sinema hingga kebebasan bicara;-1
viral narasi surya paloh marahi anies baswedan, ini faktanya;-1
nasdem pastikan rekaman surya paloh marahi anies hoaks, ini isinya;-1
surya paloh ungkap alasan tak pernah dampingi anies saat kampanye;-1
kata anies soal izin acara desak anies di yogya dicabut;-1
janji cak imin bakal perhatikan kebutuhan penyandang disabilitas;-1
momen anies bacakan pantun asam sulfat yang disambut tawa pendukung;-1
dikunjungi fery dan mutiara baswedan, waldjinah titip kain batik untuk anies;-1
cak imin sesalkan izin desak anies di yogya dicabut: ini negara demokrasi;-1
reaksi cak imin soal izin desak anies di yogyakarta dicabut;-1
sudirman said: banyak yang prediksi ri akan dipimpin orang seperti anies;-1
cak imin klaim ada pemaksaan pilihan;-1
anies kampanye di gor parung, tpd kabupaten bogor targetkan menang 80%;-1
anies peragakan cara coblos amin di cikarang, target menang 80% di jabar;-1
anies kampanye di cikarang, disambut kerumunan pendukung;-1
anies kampanye di cikarang, disambut kerumunan pendukung;-1
anies soal gaya gibran di debat: kalau substansi kuat, tak perlu atraksi;-1
klaim anies tak ada orang bayaran saat kampanye akbar;-1
adu sindiran cak imin dan gibran: mulai catatan mk hingga botol plastik;-1
cak imin: tantangan zaman now, butuh solusi zaman now, berarti cakiminow;-1
anies kampanye di banten: amin bukan cuma menang, tapi harus menang besar!;-1
respons gibran, cak imin sindir pemerintahan jokowi tak serius garap ebt;-1
cak imin: tantangan zaman now, butuh solusi zaman now, berarti cakiminow;-1
jazilul soal lawan debat cak imin: tak ada yang berat;-1
intip persiapan cak imin, gibran hingga mahfud md jelang debat cawapres;-1
kampanye di tangerang, anies: yang datang bukan orang-orang bayaran;-1
cak imin kampanye di bali 26 januari, disarankan tak pakai atribut partai;-1
anies awali kampanye akbar di tangerang, disambut antusias warga;-1
timnas amin: cak imin sudah dalami tema debat cawapres bersama pakar;-1
alasan tak sesuai kesepakatan di balik videotron anies diturunkan;-1
rhoma irama berencana bikin lagu untuk amin usai ditemui anies;-1
tim anies nilai penjelasan bawaslu soal masalah videotron mengada-ada;-1
timnas amin ungkap pesan di balik anies selfie berlatar welcome to batam;-1
anies bertemu organisasi film indonesia, bahas upaya minimalis pembajakan;-1
anies bertemu organisasi film indonesia, bahas upaya minimalis pembajakan;-1
seusai ditemui anies, rhoma irama berencana bikin lagu untuk amin;-1
seusai ditemui anies, rhoma irama berencana bikin lagu untuk amin;-1
survei lsi terbaru: prabowo unggul, anies naik, ganjar turun;-1
